Длина
L,MMT,Миллиметр,Millimeter,мм,mm,,"0,001",1
E,HD,Голова,Head,гол.,head


Время
T,SEC,Секунда,Second,с,s,+,1
T,MIN,Минута,Minute,мин,min,,60
T,HUR,Час,Hour,ч,h,,3600
T,DAY,Сутки,Day,сут,d,,86400
T,WEE,Неделя,Week,нед,w,,604800
T,MON,Месяц,Month,мес,m,,18144000
T,QAN,Квартал,Quarter,кварт,q,,7905600
T,SAN,Полугодие,Half-year,полгода,h/y,,15811200
T,ANN,Год,Year,г (лет),y,,31622400

Информация
IN,bit,Бит,Bit,б,b,,"0,125"
IN,B,Байт,Byte,Б,B,+,1
IN,kB,Килобайт,Kilobyte,кБ,kB,,1024
IN,MB,Мегабайт,Megabyte,МБ,MB,,1048576
IN,GB,Гигабайт,Gigabyte,ГБ,GB,,1073741824
IN,TB,Терабайт,Terabyte,ТБ,TB,,1099511627776


Скорость передачи данных
INS,b/s,Бит/сек,Bits / sec,б/c,b/s,+,1
INS,kb/s,Килобит/сек,Kilobit/sec,кб/c,kb/s,,1024
INS,Mb/s,Мегабит/сек,megabit/sec,Мб/c,Mb/s,,1048576
INS,Gb/s,Гигабит/сек,gigabit/sec,Гб/c,Gb/s,,1073741824
INS,Tb/s,Терабит/сек,terabit/sec,Тб/c,Tb/s,,1099511627776

Скорость
SP,km/h,Километр в час,Kilometer per hour,км/ч,km/h,,0.266666666
SP,m/s,Метр в секунду,Meter per second,м/с,m/s,+,1
SP,mph,Миля в час,Mile per hour,?,mph,,"0,44704","1,609344 км/ч."
SP,mi/h,Узел,Knot,?,mi/h,,"0,514444444","1,852 км/ч."

Температура
C,DCE,Градус Цельсия,Degree Celsius,°C,C,,"$b+273,15"
C,DKE,Градус Кельвина,Degree Kelvin, K, K,+,1
C,DFH,Градус Фаренгейта,Degree Fahrenheit,°Ф,F,,"($b+459,67)*0,5", 1 градус Фаренгейта равен 5/9 градуса Цельсия.

Энергия
W,JOL,Джоуль,Joule,Дж,J,+,1
W,CAL,Калория,Calorie,кал,cal,,"4,1868"
W,KCAL,Килокалория,Kilocalorie,ккал,kcal,,"4186,8"
W,KWH,Киловатт-час,Kilowatt-hour,кВт/ч,kW/h,,3600000

Мощность
P,WTT,Ватт,Watt,Вт,W,+,1
P,KWTT,Киловатт,Kilowatt,кВт,kW,,1000
P,KCALH,Килокалория в час,Kilocalories per hour,ккал/ч,ccal/h,,"0,85985"
P,HPW,Лошадиная сила,Horsepower,л. с,hp,,"0,00136"
P,AHR,ампер-час,ampere hour,А.ч,ah
P,WAM,Вольт-ампер,volt-ampere,В.А,va

Сила
F,NWT,Ньютон,newton,Н,N,+,1
F,KGF,Килограмм-сила,kilogram force,кгс,kgf,,"9,80665"

Частота
FR,HZ,Герц,Hertz,Гц,Hz,+,1
FR,KHZ,Килогерц,Kilohertz,кГц,kHz,,1000
FR,MHZ,Мегагерц,Megahertz,МГц,MHz,,1000000
FR,GHZ,Гигагерц,Gigahertz,ГГц,GHz,,1000000000

Давление
PR,PSC,Паскаль,Pascal,Па,Pa,,1
PR,SATM,Физическая атмосфера,Standard atmosphere,атм,atm,,101325
PR,BR,Бар,Bar,бар,b,+,100000
PR,TRR,Миллиметр ртутного столба,Torr,мм рт. ст,torr,,133.3224

Сила тока
I,µA,Микроампер,Microampere,мкА,µA,,"0,000001"
I,mlA,Миллиампер,Milliampere,мА,mA,,"0,001"
I,A,Ампер,Ampere,A,A,+,1
I,kA,Килоампер,Kiloampere,кА,kA,,1000
I,MA,Мегаампер,Vegaampere,МА,MA,,1000000



Напряжение
U,V,Вольт,Volt,В,V,+,1
U,KV,Киловольт,Kilovolt,КВ,KV,,1000



Прочие
UND,px,Пиксель,pixel,,px

Яркость
UND,CDMQ,Кандел на м²,candela per square,кд/м2, cd/m2

Частота
UND,FPS,Кадров в секунду, frames per second ,кадров/с,FPS

воздухообмен
UND,MQH,Кубических метров в час, cubic meter per hour,куб.м/ч,m3/h

крутящий момент (момент силы)
UND,NWTM,Ньютон-метр,newton-meter, Н*м,N*m
UND,dp,Диоптрия,diopter,,dp
